bag_id,segment_id,min_x,max_x,min_y,max_y
147,29,1207,1239,132,171,
147,30,75,143,134,153,
147,31,1182,1219,138,174,
147,32,850,866,142,161,
147,33,1073,1091,142,157,
147,34,573,603,145,159,
147,35,631,652,145,163,
147,36,60,76,154,170,
147,37,963,985,158,169,
147,38,383,453,221,246,
147,39,854,923,221,244,
147,40,4,31,225,245,
148,0,1211,1230,5,25,
148,1,140,178,6,19,
148,2,732,762,6,25,
148,3,942,969,6,22,
148,4,979,999,6,24,
148,5,240,270,7,28,
148,6,392,424,7,37,
148,7,1151,1180,7,31,
148,8,799,814,11,26,
148,9,780,795,16,34,
148,10,1017,1045,21,40,
148,11,128,158,22,39,
148,12,1110,1132,24,36,
148,13,699,725,26,41,
148,14,666,803,50,103,
148,15,1115,1128,50,70,
148,16,640,658,53,66,
148,17,503,631,55,112,
148,18,1095,1241,63,172,
148,19,297,465,67,154,
148,20,5,18,72,91,
148,21,227,242,72,89,
148,22,856,877,87,98,
148,23,1036,1096,88,122,
148,24,627,673,94,170,
148,25,267,288,101,116,
148,26,132,209,106,193,
148,27,848,920,109,189,
148,28,507,571,111,192,
148,29,211,228,114,135,
148,30,765,811,114,143,
148,31,722,776,121,177,
148,32,656,713,122,173,
148,33,291,309,130,147,
148,34,1089,1105,130,152,
148,35,1155,1176,154,178,
148,36,401,413,157,179,
148,37,285,306,158,175,
148,38,1211,1238,158,179,
148,39,1004,1033,167,181,
148,40,166,203,198,230,
148,41,876,912,198,228,
148,42,535,571,199,233,
149,0,622,645,6,18,
149,1,44,61,32,50,
149,2,882,908,39,60,
149,3,241,414,46,181,
149,4,934,1239,46,163,
149,5,627,859,63,177,
149,6,869,934,67,100,
149,7,96,246,68,176,
149,8,402,454,71,159,
149,9,81,123,76,95,
149,10,439,517,82,149,
149,11,59,83,98,121,
149,12,8,27,125,139,
149,13,861,931,127,155,
149,14,801,835,137,170,
149,15,212,259,139,176,
149,16,1119,1142,149,164,
150,0,263,288,4,37,
150,1,639,659,5,30,
150,2,1176,1241,7,190,
150,3,75,90,8,48,
150,4,3,362,9,208,
150,5,525,546,12,30,
150,6,765,930,14,249,
150,7,937,958,19,143,
150,8,428,444,22,45,
150,9,978,1031,24,200,
150,10,894,910,25,53,
150,11,1166,1198,27,47,
150,12,637,744,35,176,
150,13,1098,1117,35,57,
150,14,473,600,38,191,
150,15,172,210,39,88,
150,16,497,515,39,58,
150,17,1152,1175,46,80,
150,18,744,759,51,69,
150,19,1099,1155,58,112,
150,20,361,481,59,249,
150,21,608,666,62,180,
150,22,1044,1101,65,118,
150,23,1117,1190,106,192,
150,24,655,695,120,151,
150,25,1050,1083,126,150,
150,26,1115,1132,145,166,
150,27,1094,1108,149,183,
150,28,1055,1078,151,175,
150,29,77,95,156,192,
150,30,943,958,158,199,
150,31,258,273,217,248,
151,0,438,471,6,242,
151,1,693,715,7,27,
151,2,1123,1151,7,31,
151,3,854,876,9,46,
151,4,339,404,17,191,
151,5,1024,1179,33,248,
151,6,144,190,38,178,
151,7,611,626,46,68,
151,8,1164,1177,50,69,
151,9,708,737,57,187,
151,10,662,692,59,195,
151,11,748,764,61,98,
151,12,1009,1035,64,87,
151,13,506,529,72,187,
151,14,928,948,73,95,
151,15,20,133,93,151,
151,16,542,658,104,175,
151,17,1195,1238,106,185,
151,18,749,765,109,157,
151,19,933,950,109,153,
151,20,391,409,110,143,
151,21,699,715,112,133,
151,22,1192,1206,128,147,
151,23,192,223,139,156,
152,0,913,930,5,19,
152,1,943,992,5,24,
152,2,323,359,6,26,
152,3,460,486,6,18,
152,4,611,635,6,18,
152,5,639,687,6,27,
152,6,754,797,6,22,
152,7,1001,1030,6,24,
152,8,1181,1199,6,33,
152,9,580,604,8,46,
152,10,513,529,9,27,
152,11,156,174,18,36,
152,12,908,922,27,44,
152,13,876,1102,53,110,
152,14,129,148,76,92,
152,15,619,640,85,111,
152,16,828,846,88,109,
152,17,534,572,96,117,
152,18,1008,1142,96,158,
152,19,496,521,99,110,
152,20,1003,1024,102,121,
152,21,452,522,113,145,
152,22,138,156,118,132,
152,23,272,289,119,137,
152,24,23,37,123,147,
152,25,585,603,127,154,
152,26,195,224,135,152,
152,27,767,788,136,148,
152,28,606,624,138,154,
152,29,396,411,149,174,
152,30,764,784,167,180,
153,0,82,116,5,49,
153,1,1020,1045,6,47,
153,2,717,742,9,36,
153,3,16,37,17,31,
153,4,225,256,17,53,
153,5,406,422,23,48,
153,6,37,79,26,79,
153,7,803,819,26,46,
153,8,744,764,28,45,
153,9,876,940,31,80,
153,10,448,469,32,47,
153,11,509,777,37,179,
153,12,476,501,38,88,
153,13,825,848,40,59,
153,14,1129,1144,41,57,
153,15,1177,1242,43,84,
153,16,90,126,50,84,
153,17,325,349,52,79,
153,18,435,454,53,67,
153,19,749,765,56,77,
153,20,0,150,67,191,
153,21,799,819,68,93,
153,22,276,295,73,87,
153,23,157,171,74,95,
153,24,963,979,76,92,
153,25,1044,1059,76,91,
153,26,228,247,77,92,
153,27,337,375,78,111,
153,28,1065,1087,80,108,
153,29,1140,1151,88,115,
153,30,917,941,90,117,
153,31,256,301,91,120,
153,32,531,608,92,180,
153,33,433,500,93,150,
153,34,207,230,94,115,
153,35,390,426,94,108,
153,36,1022,1072,104,185,
153,37,891,908,109,129,
153,38,580,597,116,138,
153,39,1093,1117,117,151,
153,40,481,535,119,162,
153,41,170,198,120,156,
153,42,1128,1143,125,148,
153,43,1161,1193,125,191,
153,44,230,250,129,149,
153,45,992,1010,134,147,
153,46,265,279,136,158,
153,47,343,365,142,181,
153,48,914,930,152,170,
153,49,948,977,154,194,
153,50,670,691,155,191,
153,51,82,104,156,185,
153,52,159,178,160,178,
153,53,371,389,162,186,
153,54,54,72,164,177,
153,55,899,916,172,186,
154,0,360,450,3,121,
154,1,787,1013,3,117,
154,2,297,358,4,33,
154,3,553,623,4,51,
154,4,589,784,4,186,
154,5,1144,1240,4,58,
154,6,3,49,5,42,
154,7,60,188,5,56,
154,8,181,284,5,104,
154,9,463,550,5,36,
154,10,1077,1145,5,248,
154,11,1011,1050,7,45,
154,12,1053,1095,13,64,
154,13,465,480,27,44,
154,14,329,356,28,56,
154,15,1149,1171,45,76,
154,16,165,183,53,102,
154,17,765,791,55,69,
154,18,133,150,59,78,
154,19,335,350,61,92,
154,20,570,585,61,76,
154,21,439,470,66,92,
154,22,71,87,74,90,
154,23,512,529,76,92,
154,24,704,723,76,119,
154,25,1215,1236,78,110,
154,26,748,783,82,117,
154,27,913,927,82,107,
154,28,245,266,84,114,
154,29,1188,1201,88,112,
154,30,139,163,90,111,
154,31,288,310,92,110,
154,32,449,515,92,127,
154,33,19,51,93,186,
154,34,1146,1174,93,124,
154,35,219,238,96,119,
154,36,583,597,97,118,
154,37,793,807,97,115,
154,38,830,864,102,141,
154,39,763,782,105,123,
154,40,333,351,109,143,
154,41,1012,1030,110,126,
154,42,1033,1076,113,174,
154,43,108,124,116,135,
154,44,633,655,123,141,
154,45,266,280,128,146,
154,46,140,172,130,167,
154,47,897,931,131,159,
154,48,856,875,132,163,
154,49,525,542,133,154,
154,50,1145,1184,136,181,
154,51,1201,1238,140,220,
154,52,799,820,144,174,
154,53,184,211,145,192,
154,54,742,767,145,158,
154,55,66,82,146,162,
154,56,289,306,151,178,
154,57,925,952,154,174,
154,58,504,517,156,180,
154,59,689,706,157,192,
154,60,335,358,158,195,
154,61,375,390,160,176,
154,62,812,827,195,232,
154,63,181,190,202,245,
154,64,1167,1206,208,248,
154,65,856,872,222,244,
155,0,1057,1173,4,45,
155,1,831,863,6,22,
155,2,632,652,7,19,
155,3,516,541,14,42,
155,4,279,295,19,37,
155,5,377,397,22,35,
155,6,575,594,24,47,
155,7,1181,1201,46,69,
155,8,649,667,54,72,
155,9,220,246,58,93,
155,10,950,978,58,88,
155,11,566,583,59,87,
155,12,1053,1074,61,74,
155,13,17,43,62,91,
155,14,77,112,62,85,
155,15,372,461,62,175,
155,16,510,523,64,82,
155,17,865,888,64,95,
155,18,245,284,65,140,
155,19,125,201,66,172,
155,20,485,500,69,87,
155,21,980,1067,69,161,
155,22,1117,1136,70,85,
155,23,927,942,74,92,
155,24,752,803,77,144,
155,25,285,310,80,96,
155,26,626,701,82,153,
155,27,1090,1108,82,96,
155,28,325,346,84,101,
155,29,7,46,104,139,
155,30,1072,1100,107,138,
155,31,510,538,109,126,
155,32,912,941,142,155,
155,33,1039,1060,147,177,
155,34,1199,1223,160,177,
155,35,874,904,166,175,
156,0,29,52,6,17,
156,1,794,810,6,69,
156,2,1024,1195,6,224,
156,3,312,354,7,38,
156,4,456,506,7,83,
156,5,663,675,7,29,
156,6,970,995,7,25,
156,7,6,21,8,26,
156,8,614,691,13,199,
156,9,506,601,14,232,
156,10,1076,1132,14,133,
156,11,185,427,22,218,
156,12,52,208,23,189,
156,13,5,32,27,63,
156,14,355,369,29,50,
156,15,767,815,32,191,
156,16,724,748,34,64,
156,17,877,892,34,50,
156,18,591,610,39,68,
156,19,936,1005,40,193,
156,20,1076,1093,46,86,
156,21,398,415,53,69,
156,22,896,910,57,75,
156,23,230,251,68,85,
156,24,3,41,74,211,
156,25,736,762,83,103,
156,26,883,907,85,130,
156,27,493,543,90,148,
156,28,695,708,97,116,
156,29,826,849,105,157,
156,30,446,462,119,172,
156,31,693,712,124,186,
156,32,1084,1114,124,151,
156,33,1217,1237,126,143,
156,34,1002,1017,127,149,
156,35,468,486,138,172,
156,36,583,604,141,164,
156,37,1120,1142,144,156,
156,38,519,533,150,172,
156,39,45,62,153,171,
156,40,170,184,158,182,
156,41,141,157,166,189,
156,42,411,425,175,197,
156,43,618,633,202,232,
156,44,557,568,225,247,
157,0,764,816,5,35,
157,1,373,404,6,23,
157,2,478,508,6,18,
157,3,728,754,6,19,
157,4,4,51,7,40,
157,5,53,72,7,24,
157,6,128,143,7,24,
157,7,514,561,7,40,
157,8,96,118,8,29,
157,9,169,190,8,29,
157,10,260,275,8,29,
157,11,1210,1229,8,23,
157,12,319,339,9,22,
157,13,1000,1036,12,40,
157,14,1069,1087,17,30,
157,15,950,974,22,35,
157,16,1058,1071,29,50,
157,17,113,136,33,45,
157,18,652,680,33,53,
157,19,367,384,35,49,
157,20,426,445,55,70,
157,21,467,495,59,91,
157,22,1171,1188,59,75,
157,23,759,786,62,83,
157,24,822,850,62,83,
157,25,87,115,63,86,
157,26,220,249,63,84,
157,27,935,950,69,88,
157,28,416,438,73,92,
157,29,1040,1059,73,100,
157,30,878,898,74,93,
157,31,151,173,91,111,
157,32,191,210,92,113,
157,33,398,477,94,175,
157,34,479,574,94,185,
157,35,1102,1119,94,109,
157,36,571,593,96,114,
157,37,1129,1166,97,176,
157,38,971,1080,98,184,
157,39,688,706,99,131,
157,40,773,895,100,183,
157,41,784,814,101,128,
157,42,427,442,103,120,
157,43,125,145,106,126,
157,44,1166,1199,113,168,
157,45,1195,1240,115,188,
157,46,723,775,117,153,
157,47,376,394,120,147,
157,48,873,918,124,180,
157,49,5,34,125,181,
157,50,664,683,131,166,
157,51,603,641,134,182,
157,52,1084,1107,138,176,
157,53,1109,1125,144,161,
157,54,721,745,157,178,
158,0,193,281,5,35,
158,1,364,411,5,18,
158,2,415,447,5,29,
158,3,581,636,5,21,
158,4,641,699,5,24,
158,5,844,901,5,39,
158,6,60,90,6,18,
158,7,287,316,6,14,
158,8,452,525,6,21,
158,9,928,951,6,17,
158,10,943,973,6,36,
158,11,986,1019,6,23,
158,12,13,47,7,21,
158,13,724,749,7,23,
158,14,773,796,7,22,
158,15,1080,1135,7,25,
158,16,1192,1219,7,22,
158,17,128,152,8,28,
158,18,1024,1061,9,30,
158,19,103,122,12,39,
158,20,1164,1193,23,37,
158,21,697,718,25,39,
158,22,144,159,32,55,
158,23,38,52,40,60,
158,24,192,218,57,77,
158,25,771,786,58,82,
158,26,3,676,66,222,
158,27,267,288,76,108,
158,28,802,817,79,108,
158,29,538,553,99,114,
158,30,1144,1164,103,115,
158,31,797,844,139,192,
158,32,910,926,143,169,
158,33,179,215,166,183,
158,34,1214,1239,169,193,
158,35,915,935,173,187,
158,36,694,717,182,196,
158,37,304,390,199,242,
158,38,266,279,201,219,
158,39,513,532,210,231,
158,40,242,263,212,234,
158,41,1202,1223,218,237,
158,42,794,817,219,247,
158,43,661,713,221,238,
158,44,79,148,228,246,
159,0,1101,1170,5,38,
159,1,882,905,6,19,
159,2,285,304,7,20,
159,3,831,857,7,22,
159,4,1170,1188,43,57,
159,5,575,589,45,65,
159,6,888,1031,53,176,
159,7,276,295,58,77,
159,8,0,515,59,249,
159,9,736,768,62,84,
159,10,1007,1050,64,109,
159,11,480,507,68,88,
159,12,1170,1186,68,84,
159,13,565,611,71,104,
159,14,1088,1159,72,108,
159,15,498,602,104,211,
159,16,667,720,104,130,
159,17,735,777,111,165,
159,18,1146,1191,117,189,
159,19,854,876,121,135,
159,20,658,728,126,214,
159,21,927,945,145,184,
159,22,904,917,146,164,
159,23,902,914,170,189,
159,24,1071,1115,175,194,
159,25,954,969,178,207,
159,26,299,309,218,250,
160,0,0,229,3,233,
160,1,468,799,3,248,
160,2,943,1239,3,248,
160,3,316,459,4,192,
160,4,806,824,4,35,
160,5,253,302,5,55,
160,6,835,874,5,176,
160,7,1205,1240,5,60,
160,8,869,917,16,196,
160,9,811,834,51,63,
160,10,250,303,58,182,
160,11,287,304,101,115,
160,12,1196,1207,128,150,
160,13,30,48,169,186,
160,14,718,768,199,248,
160,15,552,561,204,234,
160,16,528,543,226,247,
160,17,136,167,231,248,
161,0,391,420,5,59,
161,1,436,465,6,21,
161,2,194,222,7,23,
161,3,489,538,7,33,
161,4,548,601,7,28,
161,5,1015,1031,7,29,
161,6,227,270,8,19,
161,7,628,650,8,20,
161,8,861,891,8,36,
161,9,1133,1161,8,25,
161,10,695,740,9,29,
161,11,303,329,12,30,
161,12,1177,1195,12,32,
161,13,798,838,18,45,
161,14,222,239,21,35,
161,15,581,595,29,54,
161,16,1001,1025,40,87,
161,17,3,39,42,178,
161,18,1118,1135,44,58,
161,19,31,46,48,63,
161,20,53,76,48,63,
161,21,853,869,48,66,
161,22,556,585,49,73,
161,23,1172,1195,49,69,
161,24,356,371,52,68,
161,25,490,513,59,78,
161,26,180,224,63,87,
161,27,399,422,66,192,
161,28,444,459,66,81,
161,29,1102,1117,67,91,
161,30,290,307,69,91,
161,31,660,696,70,89,
161,32,765,825,70,120,
161,33,1030,1048,71,92,
161,34,140,174,72,93,
161,35,474,485,90,114,
161,36,249,284,92,117,
161,37,885,907,93,110,
161,38,1035,1050,93,113,
161,39,289,340,95,146,
161,40,1111,1131,98,117,
161,41,66,88,99,116,
161,42,216,238,102,136,
161,43,342,365,102,127,
161,44,1007,1037,102,139,
161,45,1073,1110,103,130,
161,46,563,579,104,129,
161,47,150,172,107,131,
161,48,911,951,108,140,
161,49,1212,1224,109,133,
161,50,103,121,111,180,
161,51,838,858,113,129,
161,52,174,188,123,140,
161,53,703,719,123,141,
161,54,459,492,134,157,
161,55,787,835,140,180,
161,56,530,547,145,160,
161,57,228,246,147,161,
161,58,954,981,154,172,
161,59,263,276,155,184,
161,60,457,484,156,182,
161,61,289,306,161,181,
161,62,497,516,163,179,
161,63,739,751,170,193,
162,0,85,116,6,17,
162,1,794,837,6,20,
162,2,867,889,6,18,
162,3,1035,1086,6,20,
162,4,293,321,7,17,
162,5,895,909,8,39,
162,6,152,176,16,70,
162,7,1146,1163,17,31,
162,8,490,533,33,55,
162,9,550,583,33,59,
162,10,226,269,41,55,
162,11,1171,1189,43,70,
162,12,835,853,44,57,
162,13,748,782,48,79,
162,14,1069,1102,53,77,
162,15,73,139,58,94,
162,16,930,945,59,92,
162,17,899,923,62,80,
162,18,277,296,63,80,
162,19,849,888,64,94,
162,20,323,345,65,83,
162,21,652,683,68,81,
162,22,1017,1044,68,82,
162,23,462,493,69,98,
162,24,141,161,72,92,
162,25,637,658,74,88,
162,26,100,114,94,114,
162,27,244,270,94,128,
162,28,365,380,94,112,
162,29,650,666,100,133,
162,30,172,191,107,126,
162,31,344,363,111,124,
162,32,767,794,112,140,
162,33,286,309,113,130,
162,34,401,426,114,136,
162,35,903,938,114,138,
162,36,1101,1129,117,130,
162,37,32,65,118,158,
162,38,462,488,118,137,
162,39,427,444,121,136,
162,40,1032,1056,123,142,
162,41,869,887,125,153,
162,42,595,627,129,149,
162,43,521,536,138,164,
162,44,841,855,153,176,
163,0,1028,1048,5,20,
163,1,834,849,6,22,
163,2,917,963,6,20,
163,3,900,915,7,29,
163,4,921,955,57,100,
163,5,717,739,63,78,
163,6,777,796,64,80,
163,7,195,217,65,82,
163,8,294,312,75,88,
163,9,137,161,85,106,
163,10,438,456,89,104,
163,11,833,851,93,108,
163,12,199,221,94,111,
163,13,706,738,94,143,
163,14,169,185,98,116,
163,15,870,903,98,119,
163,16,1191,1214,99,117,
163,17,1010,1073,101,179,
163,18,960,1019,108,179,
163,19,534,548,111,146,
163,20,624,685,114,177,
163,21,501,526,131,150,
163,22,46,65,133,153,
163,23,169,205,135,147,
163,24,1135,1150,137,152,
163,25,574,618,139,171,
163,26,553,572,140,164,
163,27,813,838,140,153,
163,28,524,545,146,176,
163,29,945,957,146,165,
163,30,692,737,147,168,
164,0,67,104,6,21,
164,1,631,683,6,30,
164,2,993,1032,6,22,
164,3,465,497,7,27,
164,4,1224,1239,7,22,
164,5,351,370,8,22,
164,6,24,41,9,24,
164,7,566,579,18,36,
164,8,85,100,25,40,
164,9,242,263,45,56,
164,10,1165,1202,48,65,
164,11,205,217,50,71,
164,12,742,755,50,74,
164,13,664,681,52,67,
164,14,878,905,56,77,
164,15,85,101,57,75,
164,16,42,56,58,78,
164,17,167,184,64,86,
164,18,818,837,76,106,
164,19,48,68,77,93,
164,20,177,222,81,100,
164,21,776,799,86,106,
164,22,261,278,89,110,
164,23,300,317,90,107,
164,24,60,78,92,112,
164,25,1217,1238,92,116,
164,26,853,873,93,121,
164,27,489,509,95,111,
164,28,635,658,95,112,
164,29,932,961,96,134,
164,30,430,451,102,138,
164,31,727,757,104,170,
164,32,1140,1155,109,131,
164,33,270,294,110,123,
164,34,347,379,114,150,
164,35,502,532,116,142,
164,36,1015,1043,118,152,
164,37,45,70,119,144,
164,38,167,203,121,145,
164,39,149,163,122,139,
164,40,830,845,122,145,
164,41,596,634,126,152,
164,42,91,122,127,153,
164,43,251,287,129,140,
164,44,836,860,129,139,
164,45,788,810,130,150,
164,46,578,594,138,158,
164,47,862,877,147,164,
164,48,467,485,155,170,
164,49,764,783,155,173,
164,50,125,151,158,180,
164,51,253,271,161,184,
164,52,100,117,162,176,
164,53,889,904,163,178,
165,0,119,150,6,17,
165,1,261,284,6,22,
165,2,414,443,6,16,
165,3,456,482,6,16,
165,4,1210,1238,6,20,
165,5,681,709,7,25,
165,6,1167,1207,7,31,
165,7,237,250,16,36,
165,8,1120,1150,17,34,
165,9,1009,1025,19,37,
165,10,49,68,20,36,
165,11,410,433,30,43,
165,12,166,187,37,56,
165,13,286,304,46,78,
165,14,801,835,46,70,
165,15,939,959,47,75,
165,16,742,779,50,85,
165,17,393,409,52,68,
165,18,309,327,55,68,
165,19,1091,1111,57,80,
165,20,569,584,59,76,
165,21,546,564,60,75,
165,22,129,142,72,90,
165,23,645,683,77,114,
165,24,13,38,92,128,
165,25,471,486,92,115,
165,26,739,761,97,115,
165,27,100,126,99,116,
165,28,1168,1210,102,127,
165,29,303,325,104,129,
165,30,41,59,108,131,
165,31,217,236,109,123,
165,32,1072,1118,109,126,
165,33,762,780,111,128,
165,34,579,628,112,137,
165,35,926,942,113,132,
165,36,691,714,117,133,
165,37,242,282,118,141,
165,38,522,562,120,141,
165,39,102,127,125,142,
165,40,1093,1106,147,170,
165,41,1065,1089,148,163,
165,42,708,734,152,171,
165,43,803,833,240,249,
166,0,253,281,5,31,
166,1,718,748,6,21,
166,2,949,1202,6,246,
166,3,1122,1143,6,25,
166,4,299,607,7,205,
166,5,1038,1068,7,20,
166,6,862,886,11,79,
166,7,801,953,14,193,
166,8,2,188,15,185,
166,9,631,776,31,196,
166,10,301,332,37,58,
166,11,889,909,38,56,
166,12,160,243,42,77,
166,13,244,304,54,188,
166,14,1220,1240,63,105,
166,15,900,916,71,89,
166,16,604,631,75,136,
166,17,186,209,85,106,
166,18,1220,1243,111,139,
166,19,1037,1068,114,175,
166,20,222,240,147,162,
166,21,589,606,153,182,
166,22,171,187,158,180,
166,23,671,686,160,182,
166,24,1003,1030,161,184,
166,25,638,652,172,190,
166,26,713,740,199,231,
167,0,382,412,5,31,
167,1,1134,1155,7,31,
167,2,756,791,8,34,
167,3,1008,1049,8,30,
167,4,564,607,9,26,
167,5,233,251,12,46,
167,6,909,924,13,32,
167,7,1168,1185,14,43,
167,8,260,291,17,36,
167,9,115,132,18,35,
167,10,86,102,19,38,
167,11,664,689,23,37,
167,12,325,380,39,87,
167,13,594,629,40,64,
167,14,145,174,43,84,
167,15,389,419,51,66,
167,16,172,218,52,81,
167,17,977,997,52,76,
167,18,422,442,55,69,
167,19,830,848,55,68,
167,20,13,51,58,83,
167,21,286,307,58,74,
167,22,870,902,62,89,
167,23,574,592,69,90,
167,24,815,838,69,86,
167,25,745,766,70,91,
167,26,1000,1025,72,84,
167,27,517,545,84,94,
167,28,1120,1138,93,113,
167,29,1070,1141,98,200,
167,30,952,973,100,115,
167,31,268,299,102,116,
167,32,742,768,102,125,
167,33,214,236,105,141,
167,34,166,190,108,127,
167,35,1009,1036,108,150,
167,36,45,61,117,132,
167,37,820,840,120,133,
167,38,1205,1227,122,151,
167,39,501,519,124,138,
167,40,388,404,131,146,
167,41,1155,1170,136,151,
167,42,817,833,147,170,
167,43,643,661,148,169,
167,44,612,629,151,168,
167,45,186,216,156,171,
168,0,264,293,6,19,
168,1,487,516,7,20,
168,2,579,599,7,33,
168,3,954,979,36,68,
168,4,482,502,43,70,
168,5,612,630,47,61,
168,6,196,223,61,84,
168,7,1056,1080,67,88,
168,8,42,58,68,88,
168,9,876,894,69,85,
168,10,291,309,73,89,
168,11,498,517,80,101,
168,12,719,741,92,110,
168,13,252,286,100,138,
168,14,970,992,100,134,
168,15,61,86,104,123,
168,16,295,328,107,154,
168,17,1176,1195,110,133,
168,18,538,557,115,174,
168,19,607,626,116,134,
168,20,1077,1121,116,138,
168,21,90,115,119,136,
168,22,432,453,119,134,
168,23,1130,1149,121,162,
168,24,742,773,124,157,
168,25,1196,1213,140,154,
168,26,667,686,143,158,
168,27,1051,1069,144,158,
168,28,694,714,156,169,
168,29,79,102,160,171,
169,0,1001,1027,6,16,
169,1,905,921,7,22,
169,2,1059,1089,7,196,
169,3,1086,1104,16,33,
169,4,215,238,30,50,
169,5,1122,1138,39,54,
169,6,604,627,43,87,
169,7,357,512,45,194,
169,8,721,776,49,247,
169,9,934,1005,49,111,
169,10,99,142,51,189,
169,11,1173,1187,53,70,
169,12,547,570,58,127,
169,13,308,327,68,86,
169,14,256,273,70,92,
169,15,863,882,70,85,
169,16,1199,1237,71,145,
169,17,288,305,85,99,
169,18,200,263,93,121,
169,19,272,289,93,107,
169,20,546,638,94,189,
169,21,977,1021,106,211,
169,22,644,676,108,172,
169,23,277,295,112,137,
169,24,782,812,114,153,
169,25,1018,1037,120,143,
169,26,51,63,121,142,
169,27,402,442,122,202,
169,28,249,265,124,150,
169,29,909,944,131,147,
169,30,1126,1140,135,154,
169,31,1023,1046,145,169,
169,32,1212,1231,154,186,
169,33,246,262,160,190,
169,34,549,564,203,225,
170,0,942,963,7,21,
170,1,904,937,78,99,
170,2,155,180,83,103,
170,3,807,822,87,105,
170,4,571,616,88,121,
170,5,621,640,88,102,
170,6,48,71,90,102,
170,7,1124,1156,90,128,
170,8,406,423,92,109,
170,9,67,92,98,122,
170,10,1216,1233,101,116,
170,11,980,1012,105,121,
170,12,839,862,109,146,
170,13,425,440,117,132,
170,14,1010,1059,125,160,
170,15,574,595,126,147,
170,16,445,465,129,148,
170,17,1060,1110,132,176,
170,18,1211,1233,135,152,
170,19,520,544,142,159,
170,20,359,376,143,164,
170,21,698,714,152,167,
170,22,943,971,167,178,
170,23,1030,1069,180,199,
171,0,141,160,6,22,
171,1,216,235,6,18,
171,2,1036,1053,7,30,
171,3,1054,1073,7,27,
171,4,798,822,22,36,
171,5,554,576,51,64,
171,6,1033,1056,51,84,
171,7,581,649,56,94,
171,8,895,911,64,81,
171,9,1093,1139,68,87,
171,10,655,771,78,172,
171,11,836,850,79,98,
171,12,406,433,85,100,
171,13,261,345,89,128,
171,14,1016,1139,92,160,
171,15,44,74,95,123,
171,16,1143,1159,99,115,
171,17,987,1018,100,121,
171,18,785,802,112,133,
171,19,188,255,114,144,
171,20,467,485,124,148,
171,21,1164,1181,124,156,
171,22,619,680,128,166,
171,23,1217,1238,130,156,
171,24,1089,1137,132,165,
171,25,308,337,136,154,
171,26,24,45,139,158,
171,27,130,144,148,165,
171,28,871,897,148,161,
171,29,979,995,152,170,
171,30,319,334,156,176,
171,31,95,115,166,180,
172,0,743,781,5,17,
172,1,289,349,6,41,
172,2,683,708,6,22,
172,3,835,864,6,16,
172,4,986,1015,6,19,
172,5,78,99,8,29,
172,6,793,828,8,33,
172,7,863,877,24,42,
172,8,638,651,39,61,
172,9,1157,1176,41,54,
172,10,204,224,43,61,
172,11,69,90,44,67,
172,12,1090,1117,59,94,
172,13,728,740,60,81,
172,14,1120,1137,61,75,
172,15,963,976,62,80,
172,16,72,113,65,113,
172,17,1050,1074,71,90,
172,18,903,938,73,103,
172,19,361,381,74,93,
172,20,286,306,82,101,
172,21,323,355,85,119,
172,22,154,180,88,112,
172,23,231,267,89,121,
172,24,569,589,89,108,
172,25,373,402,90,115,
172,26,19,37,93,117,
172,27,1012,1045,93,118,
172,28,772,794,95,118,
172,29,967,1015,95,131,
172,30,837,851,98,119,
172,31,419,448,99,116,
172,32,705,759,105,135,
172,33,1049,1065,108,125,
172,34,336,363,113,135,
172,35,611,628,114,129,
172,36,111,142,117,155,
172,37,823,842,121,134,
172,38,367,391,122,147,
172,39,776,792,124,146,
172,40,591,612,129,145,
172,41,150,215,132,156,
172,42,1131,1156,136,165,
172,43,225,255,140,177,
172,44,473,491,141,156,
172,45,660,679,147,163,
172,46,64,88,155,172,
172,47,1075,1100,156,175,
172,48,954,988,157,176,
173,0,452,497,3,23,
173,1,622,888,3,28,
173,2,919,1012,3,22,
173,3,1024,1221,3,25,
173,4,115,172,4,37,
173,5,305,352,4,19,
173,6,409,443,4,16,
173,7,587,615,6,18,
173,8,636,653,51,65,
173,9,1153,1198,51,142,
173,10,838,872,66,97,
173,11,1208,1237,76,90,
173,12,97,115,78,101,
173,13,69,90,93,119,
173,14,814,827,102,131,
173,15,681,703,104,128,
173,16,1117,1136,106,122,
173,17,133,159,108,136,
173,18,711,732,108,123,
173,19,577,587,109,134,
173,20,252,272,112,128,
173,21,456,487,112,134,
173,22,226,239,116,134,
173,23,289,331,118,144,
173,24,903,917,119,137,
173,25,966,987,126,163,
173,26,165,185,128,149,
173,27,1121,1143,128,163,
173,28,931,946,129,147,
173,29,1033,1060,131,146,
173,30,538,555,144,161,
173,31,904,917,156,179,
174,0,297,318,28,44,
174,1,668,724,42,113,
174,2,739,948,42,158,
174,3,503,580,46,115,
174,4,6,397,48,183,
174,5,1164,1211,55,107,
174,6,591,661,58,182,
174,7,1212,1230,60,73,
174,8,416,490,68,176,
174,9,1072,1131,71,156,
174,10,962,1008,93,139,
174,11,1147,1163,119,140,
174,12,594,610,120,139,
174,13,735,756,121,135,
174,14,989,1020,121,153,
174,15,804,816,122,145,
174,16,504,534,126,146,
174,17,23,45,131,148,
174,18,330,354,136,151,
174,19,214,231,138,161,
174,20,282,312,139,161,
